title,subject
The Pigeon Needs a Bath!,"Pigeons,Palomas,Picture books,Juvenile fiction,Fiction,Ficción juvenil,Baths,Libros de láminas,Picture books for children,Spanish language materials,Baños,Baths -- Juvenile fiction,Pigeons -- Juvenile fiction,Baths -- Fiction,Pigeons -- Fiction,Baños -- Ficción juvenil,Palomas -- Ficción juvenil,Children's fiction,Pigeons, fiction,Baths, fiction,nyt:picture-books=2014-04-20,New York Times bestseller"
Once Upon an Alphabet,"Alphabet books,English Short stories,Children's fiction,Picture books,Short stories,Alphabet,nyt:picture-books=2014-11-02,New York Times bestseller,Abecedaris catalans,Llibres per a infants,Alfabets,Juvenile literature"
Grandfather's journey,"Fiction,Description and travel,Voyages and travels,Grandfathers,Japanese Americans,Homesickness,Juvenile fiction,Gandfathers,Intergenerational relations,Picture books,Travel,Immigrants,Japanese American families,Young men,Manners and customs,Memory in literature,Social life and customs,Caldecott Medal,Children's fiction,Grandparents, fiction,Voyages and travels, fiction,Japan, fiction,United states, fiction,Japanese americans, fiction,collectionID:caldecott90,Japanese, united states, fiction,award:Caldecott_award,lexile:650,lexile_range:601-700,lexile_code:AD,age:min:5,age:max:8,grade:min:Preschool,grade:max:3"
Free Fall,"Dreams,Fiction,Stories without words,picture books,juvenile literature,wordless book,Juvenile fiction,Children's fiction,Dreams, fiction,Imaginary places,Books,Chess,Kings and rulers,Mythical Animals,Dragons,Fantasy,Adventure and adventurers,Children's stories, American,Caldecott honor books,collectionID:caldecotthonor80,award:Caldecott_award,age:min:4,age:max:8,grade:min:Preschool,grade:max:3"
Ella Sarah gets dressed,"Individuality,Picture books,Caldecott honor book,Juvenile fiction,Fiction,Clothing and dress,Colors,Families,Family,Autonomy in children,Social Themes,Concepts,Individuality in children,Emotions & Feelings,Friendship,Temper tantrums,Children's fiction,Clothing and dress, fiction,Individuality, fiction,Board books,collectionID:caldecotthonor00,award:Caldecott_award,lexile:810,lexile_range:801-900,age:min:2,age:max:4,grade:min:Preschool,grade:max:3"
The Firebird,"Folklore,Juvenile fiction,Princes,Princesses,Children's fiction,Picture books,Fairy tales,Magic,Adaptations"
The Princess and the Pony,"Juvenile fiction,Ponies,Princesses,Fiction,Humorous stories,Children's fiction,Ponies, fiction,Princesses, fiction,Picture books"
The Rhyming Rabbit,"Rabbits,Juvenile fiction,Rhyme,Poetry,Pictorial works,Fiction,Children's fiction,Rabbits, fiction,Poetry, fiction,Picture books,Toy and movable books"
Chocolate Mousse for Greedy Goose,"Etiquette, fiction,Children's fiction,Geese,Juvenile fiction,Stories in rhyme,Table etiquette,Pictorial worksJuvenile fiction,Children's stories,Picture books for children,Pictorial works,Picture books,Toy and movable books,Food,Animals,Board books,Fiction,Juvenile literature,Alimentation,Ouvrages pour la jeunesse,Animaux,Littérature anglaise pour la jeunesse,Adjectifs"
"Eyes, Nose, Fingers, and Toes","Body, Human,Children's poetry, English,Fiction,Human Body,Human anatomy,Juvenile literature,Juvenile poetry,Pictorial works,Stories in rhyme,Toddlers,Juvenile fiction,Human body,Picture books for children,Picture books,Children's fiction,Senses and sensation, fiction,Children's poetry,Poetry,Infants, fiction"
Horrid Henry's Revenge,"Juvenile fiction,Disorderly conduct,Children's fiction,Boys, fiction,Behavior,Fiction,0-5 years; Fiction; Ordinary Printed Book Format; Character; Non Tie-in,Picture books,Character books,Illustrated children's books,Children's literature,Children,Devil, fiction"
Farm 123,"Counting,Juvenile literature,Fiction,Farm life, juvenile literature,Counting books,Farm life,Pictorial worksJuvenile literature,Toy and movable books,Pictorial works,Domestic animals,Counting, juvenile literature,Domestic animals, juvenile literature,Picture books,Juvenile fiction"
You do!,"Daisy (Fictitious character : Gray),Juvenile fiction,Pictorial works,Etiquette,Behavior,Mother and child,Fiction,Ducks, fiction,Children's fiction,Picture books"
Du Iz Tak?,"bugs,juvenile literature,picture books,Plants,Audiobooks,Insects,Juvenile fiction,Children's audiobooks,Shoots (Botany),Fortification,Growth (Plants),Imaginary languages,Children's fiction,Insects, fiction,nyt:picture-books=2017-02-12,New York Times bestseller,collectionID:caldecotthonor10,Picture books"
Sophie Johnson,"Children's fiction,Picture books,Unicorns, fiction"
A porcupine named Fluffy,"Fiction,Porcupines,Rhinoceroses,Personal Names,Juvenile fiction,Children's fiction,Names, personal, fiction,Porcupines, fiction,Rhinoceroses, fiction,Friendship, fiction,Picture books,Names, fiction"
Franklin's music lessons,"Animals,Turtles,Instruction and study,Fiction,Music,Schools,Children's fiction,Turtles, fiction,Animals, fiction,Music, fiction,Schools, fiction,Juvenile fiction,Picture books,Franklin (Fictitious character : Bourgeois),Pianos,Tortues,Romans, nouvelles, etc. pour la jeunesse,Animaux,Persévérance,Ouvrages illustrés,Instruments de musique"
Sleeping Ugly,"Fairy tales,Juvenile fiction,Fairy Tales & Folklore - Single Title,Juvenile Fiction / Humorous Stories,Children's Books/Ages 4-8 Fiction,Children: Grades 2-3,Fairy tales, American,Nastiness in women,Magic,Fairies,Wishing and wishes,Cautionary tales and verse,Nonlooksist children's literature,Kindness in women,Twisted folktales,Picture books,Sleep, fiction,Children's fiction,Large type books"
Farmer Palmer's wagon ride,"Humorous stories,Pigs in fiction,Donkeys in fiction,Fiction,Pigs,Children's stories,Donkeys,Children: Grades 1-2,Children's fiction,Pigs, fiction,Donkeys, fiction,Farm life, fiction,Picture books,Foreign relations,World politics"
Franklin the Detective,"Detective and mystery stories,Turtles,Juvenile fiction,Fiction,Problem solving,Picture books for children,Franklin (Fictitious character : Bourgeois),Children's fiction,Mystery and detective stories,Picture books,Franklin (fictitious character : bourgeois), fiction,Enquêtes,Ouvrages illustrés,Amitié"
Wilfred to the Rescue,"Juvenile fiction,Mice,Voles,Floods,Brambly Hedge (Imaginary place),Pictorial works,Brambly hedge (imaginary place), fiction,Picture books,Children's fiction"
Little tree,"Juvenile poetry,Christmas trees,Poetry,American poetry,Children's poetry, American,Juvenile fiction,Christmas,Children's poetry,Christmas, poetry,Christmas poetry,Poésie de Noël,Picture books for children,Picture books"
Chester the Worldly Pig,"Children's fiction,Pigs, fiction,Adventure and adventurers,Wit and humor,Juvenile fiction,Swine,Ambition,Animals,Circus,Pigs,Fiction,Picture books"
Spider-Man 2,"Spider-Man (Fictitious character),Fiction,Picture books,Juvenile fiction,Heroes,Children's fiction,Spider-man (fictitious character), fiction,Heroes, fiction,Adventure and adventurers, fiction"
The rain puddle,"Children's literature,Children's fiction,Animals, fiction,Picture books"
ABC Zoo,"English language,Juvenile literature,Alphabet,Alphabets,Zoos,Zoo animals,English language, alphabet, juvenile literature,Zoo animals, juvenile literature,Picture books,Toy and movable books,Pictorial works,Alphabet books"
Why?,"Curiosity in children,Extraterrestrial beings,Fathers and daughters,Fiction,Juvenile fiction,Questions and answers,Life on other planets,Children's questions and answers,Children's stories,Picture books,Children's fiction,Fathers and daughters, fiction,Extraterrestrial beings, fiction,Family, fiction,Child and youth fiction"
The High-Rise Private Eyes #6,"Fiction,Dice in fiction,Animals in fiction,Animals,Dice,Mystery and detective stories,Children's fiction,Animals, fiction,Foxes, fiction,Picture books,Cities and towns, fiction"
The cake that Mack ate,"Picture books,Children,Cake,Dogs,Fiction,Children's fiction,Baking, fiction,Dogs, fiction,Farm life, fiction,Food, fiction"
Where's Wallace,"Children's fiction,Picture books,Apes, fiction,Monkeys, fiction"
The little engine that could,"Vocabulary,Stories in rhyme,Color,Alphabet,Trains,Railroads,English language,Fiction,Miniature books,Specimens,Toys,Railroad trains,Counting,Juvenile literature,Picture books,Picture books for children,Toy and movable books,Color, juvenile literature,Counting, juvenile literature,Counting books,Alphabet books,Children's fiction,Locomotives, fiction"
The house of four seasons,"Color,Fiction,Children's fiction,Family life, fiction,Color, fiction,Picture books"
Gentle Giant,"Giants,Juvenile fiction,Helping behavior,Picture books,Fiction,Children's fiction,Giants, fiction"
Henny Penny,"Picture books for children,Picture books,Fairy tales,Folklore, juvenile literature,Children's fiction"
The sorely trying day,"Fiction,Brothers and sisters,Family life,Blame,Responsibility,Animals,Quarreling,Families,Juvenile fiction,Children's fiction,Picture books,Family, fiction,Brothers and sisters, fiction,Values, fiction"
Arthur's funny money,"Money-making projects for children,Chimpanzees,Brothers and sisters,Juvenile fiction,Moneymaking projects,Fiction,Business enterprises,Picture books,Siblings,Children's fiction,Chimpanzees, fiction,Money, fiction,Arthur (fictitious character : hoban), fiction"
Landscapes,"Juvenile literature,Landscape painting,Art appreciation,Toy and movable books,Specimens,Art techniques, equipment & materials,Artists, designers, photographers,For National Curriculum Key Stage 1,Picture books,Art, juvenile literature"
"If you're afraid of the dark, remember the night rainbow","Imagination,Picture books,Problem solving,Self-actualization (Psychology),Christian life,Fiction,Psychology,Psychology, juvenile literature,Behavior"
Show me insects,"Insects,Juvenile literature,Picture books for children,Encyclopedias,Insects, juvenile literature,Picture books"
Friends,"Fishes,Cats,Friendship,Fiction,Juvenile fiction,Picture books,Picture books for children,Children's fiction,Cats, fiction,Fishes, fiction,Friendship, fiction,Goldfish"
Changes,"Brothers and sisters,Parent and child,Juvenile fiction,Fiction,Gorilla,Imagination,Babies,Infants,Change,Imagination in children,Anxiety,Imaginación,Ansiedad,Ficción juvenil,Padres e hijos,Brothers and sisters, fiction,Picture books,Children's fiction,Imagination, fiction,Parent and child, fiction"
Ganesha's sweet tooth,"Hindu mythology,Ganesha (Hindu deity),Hindusim,Juvenile fiction,Fiction,Gaṇeśa (Hindu deity),Hinduism,Children's fiction,Hinduism, juvenile literature,India, fiction,Picture books"
Whose shoes?,"Juvenile fiction,Shoes,Picture books,Juvenile literature,Stories without words,Children's fiction,Clothing and dress, fiction"
"It Was You, Blue Kangaroo! (Blue Kangaroo)","Kangaroos,Toys,Forgiveness,Behavior,Fiction,Children's fiction,Toys, fiction,Behavior, fiction,Juvenile fiction,Friendship,Stuffed animals (Toys),Human behavior,Apologizing,Conduct of life,Blue Kangaroo (Fictitious character),Lily (Fictitious character : Chichester-Clark),Pictorial works,Kangaroos, fiction,Picture books"
Piper,"Dogs,Fiction,Juvenile fiction,Picture books for children,Human-animal relationships,Pictorial works,Children's fiction,Dogs, fiction,Human-animal relationships, fiction,Picture books"
Lovable Lyle,"Children's fiction,Crocodiles, fiction,Picture books,Lyle the crocodile (fictitious character), fiction,Crocodiles,Fiction,Juvenile fiction"
Town Is by the Sea,"Coal miners,City and town life,Coal mines and mining,Cities and towns,Boys,Fathers and sons,Ocean mining,Children of coal miners,Fiction,Juvenile audience,Juvenile fiction,Juvenile works,Picture books,Sea stories,Picture books for children,historical fiction,business economics,Children's fiction,Cities and towns, fiction,Seashore, fiction"
Jack and the Flumflum Tree,"Grandparent and child,Voyages and travels,Juvenile fiction,Quests (Expeditions),Fiction,Stories in rhyme,Sick,Pictorial works,Children's fiction,Voyages and travels, fiction,Picture books,Toy and movable books,Picture books for children,Children's stories,JUVENILE FICTION / Imagination & Play,JUVENILE FICTION / Stories in Verse"
Johnny Crow's garden,"Stories in rhyme,Animals,Illustrated books, Childrens',Specimens,Juvenile fiction,Juvenile literature,Nursery rhymes,Crows,Gardens,Fiction,Poetry (poetic works by one author),Animals, poetry,Picture books for children,Picture books"
Mojave,"Juvenile poetry,Poetry,Deserts,American poetry,Picture books,Picture books for children,Children's fiction"
Very Far Away,"Children's fiction,Picture books"
What Does the Bee See?,"Children's fiction,Picture books,Bees,Juvenile fiction,Fiction,Perception,Bees, juvenile literature"
Experiment with a Plant's Living Environment,"Plants,Plants, juvenile literature,Science, experiments,Science, experiments, juvenile literature,Picture books"
Dino-Wrestling,"Children's fiction,Dinosaurs, fiction,Stories in rhyme,Wrestling, fiction,Picture books"
Dino-Boarding,"Children's fiction,Stories in rhyme,Dinosaurs, fiction,Extreme sports, fiction,Competition (psychology), fiction,Picture books"
Place for Elijah,"Children's fiction,Passover, fiction,Picture books"
Goldilocks and the Three Bears,"Children's fiction,Picture books,Adventure and adventurers, fiction,Plot-your-own stories"
Duck,"Juvenile fiction,Vehicles,Animals,Grandmothers,Fiction,Picture books for children,Picture books,Children's fiction,Grandparents, fiction,Animals, fiction,Automobiles, fiction,Ducks, fiction,English language, juvenile literature,Readers"
Count Your Way Through Russia,"Juvenile literature,Counting,Civilization,Numerals,Russian language,Picture books,Picture books for children,Soviet union, history,Soviet union, juvenile literature,Russian language, textbooks for children,Counting books,Counting, juvenile literature"
Count Your Way Through Japan,"Juvenile literature,Counting,Japanese language,Numerals,Civilization,Japan, juvenile literature,Japan,Picture books,Picture books for children"
Faces,"Facial expression,Pictorial works,Picture books for children,Picture books,Juvenile literature,Emotions,Pictorial worksJuvenile literature"
Pop-Up,"Animal locomotion -- Juvenile literature.,Toy and movable books -- Specimens.,Animal locomotion.,Toy and movable books.,Animal locomotion,Juvenile literature,Toy and movable books,Specimens,Animal locomotion, juvenile literature,Animals, habits and behavior,Picture books for children,Picture books"
"""Hello, great big bullfrog!""","Size,Animals,Fiction,Juvenile fiction,Children's picture books,Children's fiction,Size and shape, fiction,Animals, fiction,Frogs, fiction,Picture books"
Pardon? said the giraffe,"Animals,Fiction,Frogs,Giraffe,Size,Children's fiction,Giraffes, fiction,Frogs, fiction,Animals, fiction,Size and shape, fiction,Picture books for children,Picture books,Etiquette, fiction"
"Panda's puzzle, and his voyage of discovery","Juvenile fiction,Children's stories, English,Fiction,Pictorial works,Pandas,Identity,Picture books,Children's fiction"
Roo's Big Adventure,"board books,Fiction,Juvenile audience,picture books,bears,Friendship,Juvenile fiction,Hide-and-seek,juvenile works,Piglet (Fictitious character),Winnie-the-Pooh (Fictitious character),Tigger (Fictitious character)"
Haircuts for Woolseys (The Friendly families of Fiddle-Dee-Dee Farms),"Sheep,Fiction,juvenile literature,sheering,picture books,Moutons,Romans,Agneaux,Lambs,Picture books,Picture books for children"
Peppa Pig,"Juvenile fiction,Specimens,Swine,Toy and movable books,Board books,Pictorial works,Children's fiction,Picture books,Pigs, fiction,Coloring books,Student activities,Creative activities and seat work,Peppa Pig (Fictitious character) - Juvenile fiction,Computers - Juvenile fiction"
What the Ladybird Heard on Holiday,"Children's fiction,Stories in rhyme,Picture books"
Always an Olivia,"Jews,Juvenile Literature,Ancestry,Jewish stories,picture books,historical biographies,Jewish fiction,Juvenile fiction,African american authors,Authors, juvenile literature"
Heads and Tails,"Children's fiction,Animals, fiction,Picture books,Polarity, juvenile literature,Polarity,Children's questions and answers,Questions and answers"
When I Grow Up,"Children's fiction,Humorous stories,Picture books"
Wolf and the Seven Kids,"Children's fiction,Fairy tales,Picture books"
Drop by Drop,"Children's fiction,Love, fiction,Picture books"
Dino-Football,"Children's fiction,Stories in rhyme,Football, fiction,Dinosaurs, fiction,Picture books"
Dino-Basketball,"Children's fiction,Stories in rhyme,Dinosaurs, fiction,Basketball, fiction,Picture books"
There It Is!,"Children's stories,Children's fiction,Picture books,Picture puzzles,Juvenile literature"
Eating out,"Restaurants in fiction,Dinners and dining in fiction,Fiction,Dinners and dining,Restaurants,Juvenile fiction,Etiquette,Restaurantes, cafeterías,Novela,Comidas y banquetes,Children's fiction,Short stories,Picture books"
Cave-baby and the Mammoth,"Mammoths,Juvenile fiction,Cave dwellers,Children's stories,Pictorial works,English language readers,Cave dwellers in fiction,Fiction,Courage,Mammoths in fiction,Courage in fiction,Children's fiction,Cave dwellers, fiction,Elephants, fiction,Picture books,Mamut,cavernicola,espanol,spanish"
March of the Armoured Beasts,"Boys,Picture books,Dinosaurs,Best friends,Juvenile fiction,Ankylosaurus,Fiction,Time travel,Fantasy,Children's fiction,Boys, fiction,Dinosaurs, fiction,Adventure and adventurers, fiction,Dinosaurios,Mejores amigos,Ficción juvenil,Muchachos,Jamie Morgan (Fictitious character),Tom Clay (Fictitious character),Dinozavri,V otroškem leposlovju"
Charge of the Three-Horned Monster,"Dinosaurs,Juvenile fiction,Triceratops,Time travel,Fantasy,Boys,Best friends,Fiction,Picture books,Fantasy fiction,Children's fiction,Dinosaurs, fiction,Boys, fiction,Adventure and adventurers, fiction,Dinosaurios,Mejores amigos,Ficción juvenil,Muchachos,Jamie Morgan (Fictitious character),Tom Clay (Fictitious character)"
Florina and the Wild Bird,"Children,Picture books,Poetry,Translations of Rhaeto-Romance/Romansh texts,Stories in rhyme,Birds,Fiction"
Pet Animals,"Animals,Juvenile literature,Pictorial works,Pets,Children: Babies Toddlers,Board books,Juvenile fiction,Pets, juvenile literature,Animals, juvenile literature,Animals, habits and behavior,Picture books for children,Picture books"
Webster J. Duck,"Animals,Juvenile fiction,Ducks,Ducklings,Fiction,Mother and child,Pictorial works,Love,Children's fiction,Ducks, fiction,Animals, fiction,Mothers, fiction,Picture books"
Fritz and the beautiful horses,"Horses,Fiction,Juvenile fiction,Ponies,Children's fiction,Horses, fiction,Picture books"
Cindy Ellen,"Fairy tales,Folklore,Juvenile fiction,Rodeos,Fiction,Folklore, france,Children's fiction,West (u.s.), fiction,Picture books"
The little train,"Trains,Fiction,Railroads,Children's stories,Juvenile fiction,Railroad trains,Picture books,Railroads, fiction"
From Tadpole to Frog,"Frogs, juvenile literature,Frogs,Amphibians, juvenile literature,Animals, infancy,Juvenile literature,Tadpoles,Development,Infancy,Amphibians,Metamorphosis,Animals,Picture books"
Who's a Pest?,"Fiction,Animals,Brothers and sisters,Humorous stories,Self-perception,Bears,Siblings,Juvenile fiction,Children's fiction,Behavior, fiction,Picture books,Boys, fiction,Readers,Animals, fiction,Friendship, fiction"
Who said red?,"Color,Fiction,Stories in rhyme,Reading (Elementary),Interdisciplinary approach in education,New York Times reviewed,Picture books,Children's fiction"
Arthur's family vacation,"Juvenile fiction,Fiction,Vacations,Aardvark,Family,Family life,Animals,Reading List,Picture books,Easy reading material,Kindergarten,Armstrong Elementary,Families,Arthur (Fictitious character : Brown),Novela juvenil,Animales,Vacaciones,Spanish language materials,Vida familiar,Children's fiction,Boys, fiction,Arthur (fictitious character : brown), fiction,Aardvark, fiction,Family life, fiction,Vacations, fiction"
Back to School (It's a Kid's World),"Elementary schools,Elementary Education,Schools,Education,Juvenile literature,Picture books,Schools & education centres,School & Education,Education, Elementary,Preschool Multicultural Studies,Juvenile Nonfiction,Education / Teaching,Children: Grades 1-2,Children: Preschool,Elementary,Education, elementary,Education, juvenile literature,Schools, juvenile literature"
Fowl play,"Humorous stories,Animals,Idioms,Juvenile fiction,Mystery and detective stories,English language,Fiction,Children's fiction,Animals, fiction,Picture books,Graphic novels"
How to Be a Supervillain,"Children's fiction,Heroes, fiction,Humorous stories,Good and evil, fiction,Family, fiction,Picture books"
The Funny Thing,"Fairy tales,Monsters,Fiction,Children's fiction,Humorous stories,Girls, fiction,Folklore,Picture books,Animals, mythical"
Snippy and Snappy,"Mice,Fiction,Children's fiction,Friendship, fiction,Juvenile fiction,Friendship,Mice, fiction,Picture books"
Maddi's Fridge,"Juvenile fiction,Hunger,Friendship,Fiction,Poor,Picture books for children,Social Themes,Homelessness & Poverty,Best friends,JUVENILE FICTION,Children's fiction,Picture books"
Frog and Toad (Frog and Toad All Year / Frog and Toad Are Friends / Frog and Toad Together),"accelerated reader 1.4,animals,beginner,beginning reader,best friends,books and reading,chapter book,children's fiction,children's short stories in english,children's stories,classics,comedy & humor,cookies,courage,dragons,easy books,emotions & feelings,fiction,friendship,frogs,frogs & toads,gardens,giants,humor & funny stories,i can read book,juvenile audience,juvenile fiction,juvenile literature,juvenile works,kindness,lexile 301-400,loyalty,newbery honor,pictorial works,picture books,primary school,reader,readers,readers (primary),seasons,sharing,sharing & cooperating,short stories,social themes,study and teaching,toads,Children's fiction,Frogs, fiction"
The Goodnight Train,"Railroads, fiction,Children's fiction,Bedtime, fiction,Stories in rhyme,Picture books,Toy and movable books"
A little prairie house,"Frontier and pioneer life,Families,Picture books,Historical fiction,Juvenile fiction,Family life,Fiction,Children's fiction,Family life, fiction,Frontier and pioneer life, fiction,Middle west, fiction"
The Way to the Zoo,"Imagination,Juvenile fiction,Zoos,Zoo animals,Fiction,Children's fiction,Fantasy fiction,Child and youth fiction,Picture books"
Nibbles,"Children's fiction,Picture books,Dinosaurs, fiction,Toy and movable books"
Snip Snap Croc,"Animals,Crocodiles,Mother and child,Fiction,Juvenile fiction,Mother-child relationship,Children's fiction,Picture books"
Jack and Nancy (Picturemac),"Children's stories,Adventure stories,Fiction, historical, general,Children's fiction,Picture books,Adventure and adventurers, fiction,Children,Juvenile fiction,Sailors,Adventure and adventurers,Fiction,Marins,Romans, nouvelles, etc. pour la jeunesse"
Miss Jump the jockey,"Readers,Children's fiction,Picture books,Jockeys, fiction,Horse racing, fiction,Women, fiction"
"Gobble, Growl, Grunt","Animal sounds,Juvenile literature,Picture books,Animals, juvenile literature,Animals"
Tiny Blessings,"Children's fiction,Food, fiction,Toy and movable books,Picture books,Christian life, fiction,Christmas, fiction,Family, fiction,Family life, fiction,Bedtime, fiction,Gratitude,Juvenile fiction,Fiction,Romans, nouvelles, etc. pour la jeunesse"
Around the year,"Stories in rhyme,Year,Months,Fiction,Poetry,Picture books,Seasons,Juvenile literature,Children's fiction,Months, fiction"
The wing on a flea,"Triangle,Geometry,Juvenile literature,Shape,Circle,Rectangles,Shapes,Pictorial works,Concepts,Rectangle,Size,Geometría,Literatura juvenil,Size and shape,Size perception, juvenile literature,Picture books"
We're All Wonders,"Emotions, fiction,People with disabilities, fiction,Children's fiction,Human Abnormalities,Picture books,Self-acceptance,Juvenile fiction,Teasing,Dogs,Fiction,Spanish language materials,Materiales en español,Imaginacion,Aprobación de sí mismo,Bullying in schools,Bromear,Ficcion juvenil,Imagination,Harassment,Deformidades,Imagination in children,nyt:picture-books=2017-04-16,New York Times bestseller,JUVENILE FICTION / Concepts / Body*,Boys,Face,JUVENILE FICTION / Social Themes / Bullying,JUVENILE NONFICTION / Activity Books,JUVENILE FICTION / Social Themes / General,Personal & social issues: self-awareness & self-esteem (Children's / Teenage),Space (Children's / Teenage),Personal & social issues: bullying, violence & abuse (Children's / Teenage),Early Learning: First Experiences,Personal & social issues: disability & special needs (Children's / Teenage)"
Henry and Mudge in the green time,"Juvenile fiction,Summer,Dogs,Fiction,Summer in fiction,Dogs in fiction,Picture books,Mudge (Fictitious character : Rylant),Henry (Fictitious character : Rylant),Children: Grades 1-2,Children's fiction,Adventure and adventurers, fiction,Mudge (fictitious character), fiction,Series:Henry and Mudge"
Rosie's walk,"Children's fiction,Chickens, fiction,Foxes, fiction,Picture books,Large type books,Chickens,Juvenile fiction,Foxes,Huhn,Fuchs,Spaziergang"
The Kissing Hand,"Forest animals,Raccoons,Raccoons in fiction,Juvenile fiction,Forest animals in fiction,Mothers and sons,Schools in fiction,Fiction,Kindergarten,Raccoon,Kindergarten in fiction,Mothers and sons in fiction,Separation anxiety in fiction,Separation anxiety,Spanish language materials,Schools,Jardines infantiles,Ficción juvenil,Madres e hijos,Animales del bosque,Mapaches,Children's fiction,Separation anxiety, fiction,Mothers and sons, fiction,Raccoon, fiction,Animals, fiction,Kindergarten, fiction,Schools, fiction,Separation anxiety in children,Children's stories, American,Picture books,School stories,Anxiety,Juvenile literature,In infancy & childhood,Separation Anxiety,Child,Mother-son relationship,First day of school, fiction"
The rough-face girl,"Algonquian Indians,Algonquin Indians,Cinderella (Tale),Folklore,Indians of North America,Juvenile literature,Legends,Disfigured persons,Adaptations,Sisters,People & Places,Native American,Juvenile fiction,Social Themes,Cinderella (Tale.),Fairy Tales & Folklore,JUVENILE FICTION,Values & Virtues,Children's fiction,Girls, fiction,Picture books for children,Picture books,Indians of north america, folklore, juvenile literature,Indians of north america, folklore"
Zoom,"Visual perception,Stories without words,Fiction,wordless book,picture book,Juvenile fiction,Juvenile Literature,Children's fiction,Picture books,Perception, fiction"
Strega Nona Takes a Vacation,"Vacations,Witches,Juvenile fiction,Strega Nona (Fictitious character),Bubbles,Fiction,Children's fiction,Witches, fiction,Vacations, fiction,Picture books,Strega Nono (Fictitious character)"
Would you rather be a bullfrog?,"Decision making,Fiction,Juvenile fiction,Juvenile literature,Stories in rhyme,Animals,Pictorial works,Children's fiction,Picture books,Toy and movable books,Nonsense verses"
Beauty and the Beast,"Children's fiction,Fairy tales,Beauty and the beast (Tale),Juvenile fiction,Picture books"
How do dinosaurs say I love you?,"Love,Stories in rhyme,Fiction,Dinosaurs,Behavior,Conduct of life,Picture books,Juvenile fiction,Love stories,Children's fiction,Dinosaurs, fiction,Conduct of life, fiction,Love, fiction,nyt:picture-books=2010-02-14,New York Times bestseller,Dinosaurs, juvenile literature"
The Three Questions,"Fiction,Ficción juvenil,Conduct of life,Animals,Conducta (Ética),juvenile fiction,picture books,Children's fiction,Conduct of life, fiction,Animals, fiction"
What Makes a Magnet?,"Magnets,Juvenile literature,Experiments,Magnets, juvenile literature,Picture books,JUVENILE NONFICTION / Science & Nature / Astronomy,JUVENILE NONFICTION / Science & Nature / Earth Sciences,JUVENILE NONFICTION / Science & Nature / Experiments & Projects,Magnetism, juvenile literature,Magnetism"
Shaoey and Dot,"Nativity,Chinese Americans,Christian life,Fiction,Fear of the dark,Stories in rhyme,Adoption,Ladybugs,Intercountry adoption,Christmas,Picture books,Juvenile fiction,Children's stories, Chinese,Interracial adoption,Nativity of Jesus Christ,Children's fiction,Adoption, fiction,Ladybugs, fiction,China, fiction,Jesus christ, fiction,Christmas, fiction"
Comet's Nine Lives,"Cats,Fiction,Picture books,Juvenile fiction,Children's fiction,Cats, fiction,Nantucket island (mass.), fiction"
The Great Granny Gang,"Children's fiction,Stories in rhyme,Picture books"
"Sleeping Beauty, Magic Master","Children's fiction,Picture books,Sleeping Beauty (Tale) -- Adaptations -- Comic books, strips, etc,Fairies -- Comic books, strips, etc,Princesses -- Comic books, strips, etc,Magic -- Comic books, strips, etc,Fairies,Magic,Princesses,Sleeping Beauty (Tale)"
Beauty and the Beast,"Fiction,Fairy tales,Monsters,Folklore,Princesses,Magic,Ugliness,Love,Children's fiction,Adventure and adventurers, fiction,Juvenile fiction,Beauty and the beast (Tale),Pictorial works,Toy and movable books,Picture books,Beauty and the beast (Tale) -- Pictorial works -- Juvenile fiction"
"Happy Easter, Davy!","Lapin,Livres d'images,Pâques,Rabbits,Brothers and sisters,Grandparents,Juvenile fiction,Easter,Pictorial works,Fiction,Children's fiction,Easter, fiction,Picture books,Easter Bunnies,Easter eggs"
Buon Natale Paolinno!,"Rabbits,Sharing,Animals,Christmas,Fiction,Children's fiction,Picture books"
Franklin and the Cookies,"Cookies,Sharing,Baking,Picture books,Turtles,Benjamin (Personnage fictif : Bourgeois),Juvenile fiction,Cuisson au four,Fiction,Partage,Franklin (Fictional character : Bourgeois),Animals,Romans, nouvelles, etc. pour la jeunesse,Franklin (Fictitious character : Bourgeois),Children's fiction,Turtles, fiction,Franklin (fictitious character : bourgeois), fiction,Cooking,Picture books for children,French language materials,Biscuits,Cuisine,Livres d'images pour enfants,Sharing, fiction,Cooking, fiction"
Goody Two Shoes,"Fairy tales,Picture books"
Viaje en el tiempo 3,"Mice,Fiction,Time travel,Adventure and adventurers,Children's fiction,Mice, fiction,Time travel, fiction,Adventure and adventurers, fiction,Picture books"
I need my monster,"Monsters,Picture books,Night,Juvenile fiction,Bedtime,Fear,Fiction,Fear of the dark,Children's fiction,Monsters, fiction,Bedtime, fiction"
Sam and the Tigers,"Tigers,Humorous stories,Juvenile fiction,Fiction,Tiger,Children's fiction,Tiger, fiction,Picture books,Humorous fiction"
Peek-a-boo!,"Babies,Fiction,Infants,Juvenile fiction,Specimens,Stories in rhyme,Toy and movable books,Early learning / early learning concepts,Children: Preschool,Children's Books/Baby-Preschool,Family - General,Juvenile Nonfiction / Poetry / General,Children's Baby - Boardbooks,Children's fiction,Infants, fiction,Nursery rhymes,Picture books"
